# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak0	Hint3 (-37397)
peak912	Dnah6 (+10954)
peak913	Lgr4 (-13230)
peak914	Tle4 (-97546)
peak915	Pfkfb3 (+134709)
peak916	Defb48 (+43644)
peak917	Hpf1 (-30623)
peak918	Larp4b (-85)
peak919	Sla (+21506)
peak920	Stmnd1 (+66456)
peak921	Mrpl45 (+88)
peak922	Taf4b (-161)
peak923	Lmbr1l (+64)
peak924	Atf2 (-80)
peak925	Osbpl9 (-46)
peak926	Ttc13 (-58)
peak927	Ifrd2 (+100)
peak928	Ptprn2 (-18632)
peak929	Gins1 (+17714)
peak930	Seh1l (-3)
peak931	3110043O21Rik (-295)
peak932	Tyrobp (-19219)
peak933	Gnpda1 (-11261)
peak934	Ptprf (-4918)
peak935	Foxn2 (-82)
peak936	Hacd4 (+163192)
peak937	Rpl31 (+50272)
peak938	Pdcd1lg2 (+43489)
peak939	Gtpbp4 (+17)
peak940	Zfp281 (+60631)
peak941	Oser1 (+5103)
peak942	Ndufaf8 (-62)
peak943	Cul3 (-156083)
peak944	Fbxo27 (+771)
peak945	Smg9 (+14131)
peak946	Cab39l (+65403)
peak947	Olfr1044 (+2254)
peak948	Pabpc1 (-27)
peak949	Lrrc42 (+76)
peak950	Edem3 (-125)
peak951	Rassf7 (-73)
peak952	H2-T3 (-15247)
peak953	Ndufb9 (+14)
peak954	Pspc1 (+24180)
peak955	Serbp1 (+332)
peak956	Fyn (+32990)
peak957	Zfp36l2 (-118433)
peak958	Alcam (-16335)
peak959	Gm10160 (+600)
peak960	Ptprc (+38645)
peak961	Gm4070 (-282987)
peak962	Lrrc42 (-147)
peak963	Hspa4 (-188)
peak964	Pura (+85)
peak965	Cmas (-48)
peak966	Irf4 (+17844)
peak967	Sh3kbp1 (+69905)
peak968	Lbh (+78393)
peak969	Moxd2 (-3608)
peak970	Cdk5rap2 (-169)
peak971	Pik3r5 (+19254)
peak972	Supt3 (-122360)
peak973	Plekhb2 (+17370)
peak974	Rnls (+513)
peak975	Tab2 (-99219)
peak976	Wbp2 (-127)
peak977	Dtwd2 (-70)
peak978	Prcp (-102)
peak979	Maats1 (+20172)
peak980	Ksr1 (+69734)
peak981	Alpk2 (+81440)
peak982	1700021F05Rik (+40)
peak983	Hspa8 (+13237)
peak984	Ranbp9 (+27888)
peak985	Fbxw7 (+33714)
peak986	Mrpl39 (+114170)
peak987	Alg14 (-20)
peak988	Camk2d (-911)
peak989	Isoc2b (-102)
peak990	Slco3a1 (+58873)
peak991	Rpl31 (-2)
peak992	Erlin2 (-98)
peak993	Nap1l4 (-454)
peak994	4930415F15Rik (+32667)
peak995	Glrx5 (+36421)
peak996	Asb3 (+18)
peak997	Kif24 (-141)
peak998	Orc4 (-146)
peak999	Tomm40l (-91)
peak1000	Stk25 (-10)
peak1001	Ttpal (+359)
peak1002	Pip4k2c (-14320)
peak1003	Gm815 (-137646)
peak1004	Lat (-83)
peak1005	Cryba4 (-877)
peak1006	Olfr1274-ps (+76281)
peak1007	Nkx1-1 (-34943)
peak1008	Ifna15 (+7810)
peak1009	Ifi27 (-8)
peak1010	Cacnb4 (+85795)
peak1011	Tgfbr2 (-154082)
peak1012	Zbtb16 (+95674)
peak1013	Myc (+159978)
peak1014	Stt3b (-121)
peak1015	Atf2 (-394)
peak1016	Taf10 (-87)
peak1017	Acin1 (+105)
peak1018	Sqle (-47)
peak1019	Stab2 (+17301)
peak1020	Birc6 (+14)
peak1021	Rpl27-ps3 (+45165)
peak1022	Susd3 (+5365)
peak1023	G3bp1 (-308)
peak1024	Sec16a (-148)
peak1025	Pafah2 (-1225)
peak1026	Acap1 (+644)
peak1027	Imp3 (-50)
peak1028	Tnpo1 (+13578)
peak1029	Inhba (+584)
peak1030	Lgmn (+13268)
peak1031	Elavl1 (+279)
peak1032	Prpf8 (-154)
peak1033	Ccdc88b (-20)
peak1034	Rad51b (+43420)
peak1035	Ticam2 (+20364)
peak1036	Stt3b (-124501)
peak1037	Rbbp6 (-29993)
peak1038	Abcc3 (+6419)
peak1039	Smyd3 (+24903)
peak1040	Ggps1 (+20)
peak1041	Wdr89 (-118)
peak1042	Atrn (-58)
peak1043	Foxo1 (+190553)
peak1044	Prima1 (+125330)
peak1045	Ndufb8 (+34)
peak1046	Sp2 (-50)
peak1047	Mfge8 (-81)
peak1048	Rab14 (-50)
peak1049	Crebl2 (-101)
peak1050	Arhgap12 (-47)
peak1051	Sntb1 (+77806)
peak1052	Sp100 (+37504)
peak1053	Fam58b (-20393)
peak1054	Habp2 (+32402)
peak1055	Ctla4 (+32197)
peak1056	Hspa8 (-19)
peak1057	Irf2 (-130)
peak1058	Nr1h4 (-41598)
peak1059	Ms4a4a (-13376)
peak1060	Foxp2 (+309930)
peak1061	Dock10 (-46758)
peak1062	Tcaim (-31)
peak1063	Prdm11 (+15997)
peak1064	Pdcl3 (+39673)
peak1065	Uchl5 (-102)
peak1066	Grb7 (+11090)
peak1067	Cenpf (-58)
peak1068	Klhl6 (-51)
peak1069	Jun (-109233)
peak1070	Coq10b (+11647)
peak1071	Creb5 (+168369)
peak1072	Mtor (-100)
peak1073	Prcc (-149)
peak1074	Cdc42ep3 (-728)
peak1075	Ube2n (-132)
peak1076	Nadk2 (-20)
peak1077	Ptpre (+50895)
peak1078	Btg1 (+170417)
peak1079	Las1l (-11836)
peak1080	Bicral (-16448)
peak1081	9230102O04Rik (-62964)
peak1082	Birc2 (+130)
peak1083	Hlf (-121887)
peak1084	Qk (-525)
peak1085	Itsn1 (+60553)
peak1086	Cxcr4 (+43394)
peak1087	Armc1 (-57)
peak1088	Snx17 (-39)
peak1089	Apol7e (-6)
peak1090	L3mbtl3 (+48469)
peak1091	Krt222 (-11500)
peak1092	Faim (+13575)
peak1093	Cnot3 (-310)
peak1094	Lpin1 (-1883)
peak1095	Stard3nl (+159231)
peak1096	Ccnd2 (-94924)
peak1097	Tmem87a (-42)
peak1098	Tango6 (-39745)
peak1099	Rab11fip1 (+15232)
peak1100	1810024B03Rik (+97)
peak1101	Nabp1 (-106701)
peak1102	Tmem55a (+17976)
peak1103	Kctd5 (-11277)
peak1104	Fez1 (+24992)
peak1105	Sesn3 (-31604)
peak1106	Epb41l4a (+98903)
peak1107	Klf3 (-193811)
peak1108	Elf4 (+20511)
peak1109	Hibadh (-28)
peak1110	Dip2b (-20066)
peak1111	Phlpp1 (-224)
peak1112	Kpna3 (-202)
peak1113	A430033K04Rik (-103)
peak1114	Sv2b (-53505)
peak1115	Gm43552 (+8771)
peak1116	Dirc2 (+73037)
peak1117	Ndufaf1 (-96)
peak1118	Tnfaip3 (-106981)
peak1119	Trim25 (+4)
peak1120	Pdp2 (-109)
peak1121	Pard3 (-11)
peak1122	Zfp869 (-6342)
peak1123	Prrc2c (+12396)
peak1124	Gpx2 (+1559)
peak1125	Brf2 (-8474)
peak1126	Serping1 (-3963)
peak1127	Nfkbia (+45440)
peak1128	Gm44973 (-121)
peak1129	Clcn6 (-166)
peak1130	Hsp90b1 (-67)
peak1131	Pcx (-328)
peak1132	Btg1 (-28605)
peak1133	Sema4c (-14333)
peak1134	Pofut1 (+21757)
peak1135	Cast (-38076)
peak1136	Cry2 (-61)
peak1137	Ercc4 (+176)
peak1138	Ccr7 (+10405)
peak1139	Adat1 (+15622)
peak1140	Psap (-51)
peak1141	Cul2 (-28)
peak1142	Ptp4a1 (+5)
peak1143	Ccdc85c (-207)
peak1144	Leng8 (-67)
peak1145	Fam46a (-86911)
peak1146	Gm11027 (-5665)
peak1147	Gm15446 (-56782)
peak1148	S1pr1 (+41172)
peak1149	Epn1 (+16)
peak1150	Tmem131 (+19435)
peak1151	Tmem55b (-308)
peak1152	Hsd17b7 (-81)
peak1153	Osbpl9 (+84142)
peak1154	Vav3 (+111527)
peak1155	Gm1045 (+13530)
peak1156	Dram1 (-46)
peak1157	Sh2d4a (-119133)
peak1158	Pxylp1 (-46741)
peak1159	Adipoq (+28550)
peak1160	Arap2 (+50536)
peak1161	Ppp2r5a (-181)
peak1162	Slc33a1 (+13)
peak1163	Eif2b5 (+97)
peak1164	Zw10 (-73)
peak1165	Zc3h6 (-78)
peak1166	Atg16l2 (-5)
peak1167	Gng2 (-48237)
peak1168	Elmo1 (+49578)
peak1169	Cnksr3 (-31)
peak1170	Osbpl1a (-28)
peak1171	Klf6 (-156353)
peak1172	Prkaca (-125)
peak1173	C1galt1 (-247)
peak1174	Nelfa (+93)
peak1175	Rab22a (-198)
peak1176	Arl15 (-37)
peak1177	Pdcd4 (-91510)
peak1178	Gjb1 (-14545)
peak1179	Smpdl3a (+25019)
peak1180	Ccny (-216)
peak1181	Ndrg2 (+57)
peak1182	Wee1 (-12654)
peak1183	Zbtb40 (-19940)
peak1184	Tmem229b (-10850)
peak1185	Myo1b (-18779)
peak1186	Abca1 (-119)
peak1187	Ksr1 (-29)
peak1188	Brpf1 (-311)
peak1189	Uros (+167)
peak1190	Rftn1 (+118859)
peak1191	Ide (+39529)
peak1192	Dzank1 (-91)
peak1193	Msra (+15193)
peak1194	Atr (-164)
peak1195	Arl4c (+47315)
peak1196	Atp8a1 (+44627)
peak1197	Zbtb20 (-31960)
peak1198	Setx (+78)
peak1199	Usp6nl (-1219)
peak1200	Smc5 (-49394)
peak1201	Hmga2 (-151719)
peak1202	Sipa1l2 (+38030)
peak1203	Mmd (+14832)
peak1204	Rbms1 (+70654)
peak1205	Slc25a53 (+18515)
peak1206	NONE
peak1207	Thy1 (-2195)
peak1208	Kit (+49271)
peak1209	Herpud1 (-22977)
peak1210	Bysl (-20)
peak1211	Itga6 (+27271)
peak1212	Zhx1 (+18010)
peak1213	Fryl (-214)
peak1214	Ints4 (+11644)
peak1215	Arl14ep (+120940)
peak1216	Cubn (+78074)
peak1217	Zwint (-198)
peak1218	Csf1 (+90)
peak1219	Xpo7 (-157)
peak1220	Crbn (-80)
peak1221	Ncor2 (+72681)
peak1222	D16Ertd472e (+86304)
peak1223	Itpr1 (+213745)
peak1224	Colgalt2 (+15969)
peak1225	Hlf (-53)
peak1226	Polr3e (-97)
peak1227	Ripor2 (-38980)
peak1228	Adnp (+52550)
peak1229	Plaa (+60)
peak1230	Cish (+16919)
peak1231	Tpmt (-137)
peak1232	Ywhaz (+12240)
peak1233	Nfyc (-91)
peak1234	Spink13 (+21153)
peak1235	Ifnar1 (+5752)
peak1236	S100a10 (+42301)
peak1237	Cd55 (-46000)
peak1238	Kcns2 (+71998)
peak1239	Atp6v1g3 (+2282)
peak1240	Nyap2 (+148041)
peak1241	Myo9b (-118)
peak1242	Myo16 (+327140)
peak1243	Sun2 (+18858)
peak1244	D5Ertd579e (+284)
peak1245	Mpc2 (+91)
peak1246	Ppm1b (-64451)
peak1247	Lpp (-177776)
peak1248	Sypl (+195)
peak1249	Zscan2 (+2868)
peak1250	Tsga10 (+18)
peak1251	A630076J17Rik (+2824)
peak1252	Hnrnpf (-169)
peak1253	Akr1e1 (-174286)
peak1254	Ralgapa2 (+88079)
peak1255	Tnfrsf11a (+9639)
peak1256	Slf2 (-47)
peak1257	Cmpk2 (+179)
peak1258	Ccdc82 (+178491)
peak1259	Hs2st1 (-106)
peak1260	Fbxl3 (-226)
peak1261	Plet1 (-24021)
peak1262	Arhgap10 (-114)
peak1263	Oard1 (+15)
peak1264	Aff3 (-67202)
peak1265	Btg1 (+108040)
peak1266	Rxfp4 (-11178)
peak1267	Tnnt1 (-2631)
peak1268	Gclm (-43237)
peak1269	Nt5e (-85469)
peak1270	Lrp12 (+27)
peak1271	Sec11a (-74)
peak1272	Acvr1b (+24314)
peak1273	Ran (-98)
peak1274	Dnajc27 (-16905)
peak1275	Zfc3h1 (+11194)
peak1276	Cyfip2 (-31587)
peak1277	Enthd1 (-11918)
peak1278	Gid8 (-2512)
peak1279	Rd3 (-20853)
peak1280	Acer2 (-127)
peak1281	Akr1b3 (-114)
peak1282	Enpp4 (-10921)
peak1283	Dusp14 (+12686)
peak1284	Zfp518a (+39)
peak1285	Vprbp (-42)
peak1286	Arhgap26 (-77)
peak1287	Usp1 (-588)
peak1288	Ppp1r3b (+880)
peak1289	Tars (-68)
peak1290	Ptpn18 (+12867)
peak1291	Stk17b (-66288)
peak1292	Foxo6 (-505)
peak1293	Mn1 (+91793)
peak1294	Ddx50 (+19290)
peak1295	Lyst (-25689)
peak1296	Filip1l (+49967)
peak1297	Dhx40 (-20830)
peak1298	Klf4 (-581489)
peak1299	Il15 (+375699)
peak1300	Pde3b (+64665)
peak1301	Siah1a (+37906)
peak1302	Vmn2r96 (+15742)
peak1303	Ccar1 (-167)
peak1304	Zranb3 (+210)
peak1305	Borcs5 (+1573)
peak1306	Sri (+2)
peak1307	1700013D24Rik (-18648)
peak1308	Spin1 (+15133)
peak1309	Rora (+312877)
peak1310	Arhgef37 (+47207)
peak1311	Fam160a2 (-210)
peak1312	Phax (+84)
peak1313	Rps6ka1 (+14763)
peak1314	Smchd1 (-10526)
peak1315	Ect2 (-197)
peak1316	L3mbtl3 (-147150)
peak1317	Tpbpb (-4010)
peak1318	Ms4a4b (+3953)
peak1319	Tnfsf18 (+119131)
peak1320	Inpp4b (+359675)
peak1321	Mcidas (+19825)
peak1322	Tacr2 (+8837)
peak1323	Cacng2 (+87)
peak1324	Rack1 (-12342)
peak1325	Rnaseh2c (-39)
peak1326	Cyfip2 (-32032)
peak1327	Clasp1 (+79631)
peak1328	Tbck (+107233)
peak1329	Stat1 (-18889)
peak1330	Rubcnl (-10010)
peak1331	Ifng (-21864)
peak1332	Ppm1l (-94)
peak1333	Pacs1 (-170)
peak1334	Epb41l4a (-82200)
peak1335	Cd47 (+51895)
peak1336	Tmem209 (+10540)
peak1337	Ippk (+14703)
peak1338	Appl2 (-15281)
peak1339	Ap3b1 (+140958)
peak1340	Stard3nl (+39315)
peak1341	Saraf (+61590)
peak1342	Phb (-96)
peak1343	Furin (-34098)
peak1344	Qdpr (-19)
peak1345	Xcl1 (-24477)
peak1346	Mgmt (-83)
peak1347	Traf3ip2 (+18871)
peak1348	Lif (+44944)
peak1349	Rhbdl3 (+22536)
peak1350	Ttc41 (+21948)
peak1351	Gmppb (-13768)
peak1352	Zfp446 (+382)
peak1353	Ubp1 (-105)
peak1354	Mpdu1 (-46)
peak1355	Slc7a1 (-32)
peak1356	Fam105a (-27890)
peak1357	Ranbp17 (-51)
peak1358	Gcm2 (+12649)
peak1359	Id2 (-58472)
peak1360	Ap1s3 (+28033)
peak1361	Atp23 (-17903)
peak1362	Olfr521 (+22318)
peak1363	Nsd3 (+15750)
peak1364	Stn1 (-400)
peak1365	Gm7334 (+31175)
peak1366	Nfatc2 (+117254)
peak1367	Rad51b (+349488)
peak1368	Pgpep1l (+135027)
peak1369	Add3 (+45275)
peak1370	Dut (+352)
peak1371	Cand1 (-142)
peak1372	Cyld (-147)
peak1373	Gm10428 (+3820)
peak1374	Cog6 (+26993)
peak1375	Ammecr1 (-25)
peak1376	Dcn (-318536)
peak1377	Shf (-6757)
peak1378	Ago2 (+44396)
peak1379	Fasl (+83796)
peak1380	Hils1 (-8879)
peak1381	Rad54b (-161)
peak1382	Snx13 (-25648)
peak1383	Ston1 (-44750)
peak1384	Tfap2a (+10881)
peak1385	Srd5a1 (+12305)
peak1386	Gpr75 (+58)
peak1387	Myo10 (-211)
peak1388	Ivns1abp (-166629)
peak1389	Wdr3 (-65)
peak1390	Rbm15b (+126)
peak1391	Icos (+76603)
peak1392	Nek7 (+102159)
peak1393	Rfc2 (+62)
peak1394	Stx7 (+15413)
peak1395	Lcorl (-128)
peak1396	Psen2 (-3191)
peak1397	Gbp9 (-88)
peak1398	Pstpip1 (-15)
peak1399	Eif4g2 (-39737)
peak1400	Camk2g (+8729)
peak1401	Pdcd10 (-108)
peak1402	Akap7 (+59846)
peak1403	Ube2e3 (+139760)
peak1404	Cdc42ep3 (-17800)
peak1405	Apln (+36219)
peak1406	Fam174a (+137570)
peak1407	Mfsd4b1 (-48502)
peak1408	Ube2b (-281)
peak1409	Adnp (-268)
peak1410	Rnf181 (-146)
peak1411	Ypel5 (-367)
peak1412	Lzts1 (-30)
peak1413	Fasl (+117346)
peak1414	Gbp10 (-5404)
peak1415	Twsg1 (-2893)
peak1416	Cxcr4 (-22845)
peak1417	Rab8b (+37087)
peak1418	Trim55 (+15106)
peak1419	Cyb5r2 (+50136)
peak1420	Cetn3 (+183)
peak1421	Cd47 (-36914)
peak1422	Sugct (+666086)
peak1423	Fam46a (-13346)
peak1424	Daam1 (+39730)
peak1425	Dennd1a (+215109)
peak1426	Cox6c (+275017)
peak1427	Rnls (-37439)
peak1428	R3hdm1 (-130)
peak1429	Zfp369 (-313)
peak1430	Ets1 (-43546)
peak1431	Mrln (-31149)
peak1432	Pfkfb3 (+72264)
peak1433	Ints4 (+10355)
peak1434	Gmcl1 (+40)
peak1435	Lingo4 (-10297)
peak1436	Stab1 (+7997)
peak1437	B3galnt2 (+14485)
peak1438	4931428F04Rik (+242)
peak1439	Pdcd4 (+1520)
peak1440	Casr (-26125)
peak1441	Tbc1d15 (-54)
peak1442	Alg10b (-43)
peak1443	Slc19a1 (-96)
peak1444	Bcl7a (-23200)
peak1445	Smad7 (-13672)
peak1446	Opa3 (+506)
peak1447	Gm43552 (-157)
peak1448	Wdr26 (-45415)
peak1449	Insig2 (+107)
peak1450	Zfp64 (-372)
peak1451	Amer3 (-16)
peak1452	Ifi206 (-227)
peak1453	Igf2bp3 (-3218)
peak1454	Irf2bp2 (+42803)
peak1455	Arhgap4 (-3684)
peak1456	Glcci1 (-23945)
peak1457	Tomm20 (+77916)
peak1458	Sptbn1 (+69519)
peak1459	Rcsd1 (-9932)
peak1460	Efcab3 (-21372)
peak1461	Heatr4 (+12616)
peak1462	Pgrmc2 (-161)
peak1463	Rnf144a (+208351)
peak1464	Vps37c (+323)
peak1465	Parp6 (-99)
peak1466	Frmd4a (+165449)
peak1467	Ifit1bl2 (-1)
peak1468	Zfp950 (+56148)
peak1469	Trappc1 (-131)
peak1470	Cr1l (-69)
peak1471	Prelid2 (-196)
peak1472	Nsmce1 (+19284)
peak1473	Uaca (+204546)
peak1474	Tssc4 (-113)
peak1475	Art2b (+200)
peak1476	Atg10 (+43450)
peak1477	Akr7a5 (+19969)
peak1478	Arfip1 (-156)
peak1479	Ralgapa1 (+55)
peak1480	Fig4 (+90)
peak1481	Dhrs7 (+26)
peak1482	Cyth2 (-307)
peak1483	Evi5l (-364)
peak1484	Pip4k2a (+15384)
peak1485	Stard6 (-36033)
peak1486	Cmip (+65123)
peak1487	Fbxo48 (-174)
peak1488	Uaca (+197100)
peak1489	Tfpi (-6789)
peak1490	Fez2 (+55666)
peak1491	Lyst (-51546)
peak1492	Timp2 (-7855)
peak1493	Pla2g16 (+4204)
peak1494	Ap2m1 (-141)
peak1495	Zbtb7a (-8532)
peak1496	Zfp1 (+2449)
peak1497	Lgi1 (+33755)
peak1498	Cpsf6 (-75359)
peak1499	D1Ertd622e (+81619)
peak1500	Nos2 (-33596)
peak1501	Lnx2 (+54757)
peak1502	Abcc10 (-9)
peak1503	Psme1 (+74)
peak1504	Smco4 (+22810)
peak1505	Dnm2 (+11332)
peak1506	Drd4 (+11087)
peak1507	Pik3cg (+39784)
peak1508	Smim18 (-69639)
peak1509	Ikzf1 (+40117)
peak1510	Hand2 (+42644)
peak1511	Gata3 (+913474)
peak1512	Olfml2b (-53)
peak1513	Prex1 (+56858)
peak1514	Dpysl2 (-4)
peak1515	Ptger4 (-451082)
peak1516	Themis (-74423)
peak1517	Phf14 (-34)
peak1518	Adipor2 (+28837)
peak1519	1810037I17Rik (-10)
peak1520	Tmem154 (+15759)
peak1521	Arhgap45 (+646)
peak1522	Cd47 (-15781)
peak1523	Zfp949 (-24743)
peak1524	Il1rl1 (-20890)
peak1525	Foxn2 (-37263)
peak1526	Gadl1 (-291301)
peak1527	Adpgk (+16942)
peak1528	Lilr4b (-57989)
peak1529	Nap1l1 (-36201)
peak1530	Vmn1r1 (-52217)
peak1531	Ddx47 (-9496)
peak1532	Gm12789 (+118008)
peak1533	Elk3 (-59430)
peak1534	Myh7b (+2409)
peak1535	Zmiz1 (+68278)
peak1536	Urod (-20)
peak1537	Myc (+767535)
peak1538	Lipg (+81157)
peak1539	Clint1 (-46556)
peak1540	Kdm1a (+32485)
peak1541	Spty2d1 (-14363)
peak1542	Pex16 (+51)
peak1543	Cdc6 (+10195)
peak1544	Nup153 (-8003)
peak1545	Myo16 (+346069)
peak1546	Pde2a (+15922)
peak1547	Mrps26 (-91)
peak1548	Pcbp1 (-44688)
peak1549	Arl4c (-18599)
peak1550	Ikbke (-86444)
peak1551	Cacna1c (+249367)
peak1552	Bend4 (-9253)
peak1553	Ddx18 (+37)
peak1554	Tbl1xr1 (-133512)
peak1555	Dnajb1 (-90)
peak1556	Rftn1 (+54495)
peak1557	Smarca2 (+41277)
peak1558	Parvg (-1327)
peak1559	Podn (-39374)
peak1560	Lime1 (+29657)
peak1561	Slc7a5 (-33)
peak1562	Cxcl10 (-128)
peak1563	Col6a4 (+24946)
peak1564	Klrk1 (+105)
peak1565	Ino80d (-418)
peak1566	Vsig8 (-5200)
peak1567	Adar (-46)
peak1568	Inpp5d (+30669)
peak1569	Zfp956 (+9912)
peak1570	Chst2 (+286385)
peak1571	Snx18 (+17295)
peak1572	Gm5426 (+137506)
peak1573	Gfod2 (+12387)
peak1574	Mrps23 (-30443)
peak1575	Flt3l (+33)
peak1576	Dhfr (+37)
peak1577	Crtc3 (+41208)
peak1578	Guca2b (-74697)
peak1579	Slc2a1 (+18675)
peak1580	Sema4b (-19906)
peak1581	Fam92b (-142232)
peak1582	4930595D18Rik (+2419)
peak1583	Prickle1 (+32503)
peak1584	Znrf2 (+32697)
peak1585	Znrf2 (-276)
peak1586	Mtfr1 (+13)
peak1587	Mtss1 (+71175)
peak1588	Gm7489 (-160504)
peak1589	Ankrd26 (-59780)
peak1590	Il6ra (+40729)
peak1591	Cebpg (-60)
peak1592	9130401M01Rik (-15898)
peak1593	Nr4a3 (+29930)
peak1594	Hspa4 (+14302)
peak1595	Zfp809 (-94)
peak1596	Kat6b (+921)
peak1597	Fthl17a (-22614)
peak1598	Antxr2 (+71709)
peak1599	Mapre2 (+24723)
peak1600	D16Ertd472e (-42911)
peak1601	Sntb1 (+68028)
peak1602	Rrp1b (+55324)
peak1603	Paxbp1 (-12015)
peak1604	Gstp3 (+22)
peak1605	Sh2d3c (+6581)
peak1606	Chd7 (+235441)
peak1607	Jarid2 (-224044)
peak1608	Stfa3 (-21713)
peak1609	Slc6a6 (+29003)
peak1610	Slc38a1 (+42779)
peak1611	Cd226 (+143185)
peak1612	Sh3bgrl (+18821)
peak1613	Krtdap (+7275)
peak1614	Mbnl1 (-180809)
peak1615	Noct (+51720)
peak1616	Polr1d (+444)
peak1617	H2-M3 (+789)
peak1618	Slc16a1 (-103)
peak1619	Pdcd1lg2 (+7774)
peak1620	Apeh (-26302)
peak1621	Plcb4 (-4112)
peak1622	Papolg (+48657)
peak1623	Ubl3 (-126078)
peak1624	Bbs2 (+486)
peak1625	Zfp84 (-2)
peak1626	Ccdc146 (+13318)
peak1627	Myc (+184465)
peak1628	Tmem170b (-548)
peak1629	Zbtb37 (-292)
peak1630	Itih2 (+8673)
peak1631	Slc6a6 (-4872)
peak1632	St6galnac5 (-259036)
peak1633	Dnpep (+63)
peak1634	Nat9 (-35)
peak1635	Amz2 (+5781)
peak1636	1700012B07Rik (-32305)
peak1637	Swi5 (-52)
peak1638	Gm5218 (-14944)
peak1639	4932438A13Rik (-8838)
peak1640	Dnpep (-237)
peak1641	Muc13 (-42268)
peak1642	Cpsf3 (+68)
peak1643	Cdhr3 (-36774)
peak1644	Thumpd3 (-70)
peak1645	Mdm2 (-10881)
peak1646	Syne3 (-10280)
peak1647	Susd1 (+66559)
peak1648	Zc3hav1l (-21540)
peak1649	Plk2 (+169081)
peak1650	Kansl2 (-113)
peak1651	Tnfrsf8 (+2493)
peak1652	Rab5a (+12)
peak1653	Nup210 (-52)
peak1654	Rhoa (+119)
peak1655	Zfp831 (-41105)
peak1656	Vrk1 (-20526)
peak1657	Usp46 (-24529)
peak1658	Sbf1 (+5187)
peak1659	Nrip1 (+154901)
peak1660	Fis1 (-8967)
peak1661	Klf3 (+16195)
peak1662	Gm10073 (+12136)
peak1663	Radil (-6085)
peak1664	Itga2b (+2603)
peak1665	Ankdd1b (-35363)
peak1666	Ndufa6 (-142)
peak1667	Dars2 (-37)
peak1668	Olfr693 (+63448)
peak1669	Epb41l2 (+74756)
peak1670	Ccdc54 (-141706)
peak1671	Fam114a1 (+22661)
peak1672	Taf13 (-75)
peak1673	2300002M23Rik (+23152)
peak1674	Rtkn2 (+139789)
peak1675	Fhit (+708536)
peak1676	Hmces (-180)
peak1677	Aebp2 (-8698)
peak1678	Cdr2 (-61)
peak1679	Acot11 (-22869)
peak1680	Srrm1 (+39275)
peak1681	Agap2 (-2596)
peak1682	Slfn3 (+32961)
peak1683	Tesc (+54323)
peak1684	Ripor2 (-33797)
peak1685	G6pdx (+268)
peak1686	Atp5d (-12)
peak1687	Lmo4 (-74697)
peak1688	Atp1b2 (-199)
peak1689	Smim20 (+135702)
peak1690	Crtam (-69131)
peak1691	Plk3 (-82)
peak1692	Nbr1 (+587)
peak1693	Prss52 (+168085)
peak1694	Oxtr (-98186)
peak1695	Dhcr24 (-37)
peak1696	Spata6 (-69)
peak1697	2410131K14Rik (+114978)
peak1698	Gmeb2 (-79)
peak1699	Map3k8 (+57572)
peak1700	Fkbp1a (+11475)
peak1701	Cd96 (+74)
peak1702	Oxtr (-57481)
peak1703	Slc9a9 (+21982)
peak1704	Ubr1 (-104)
peak1705	Grk3 (-20293)
peak1706	Tor1aip1 (+270)
peak1707	Sigmar1 (+49)
peak1708	Abca3 (-136)
peak1709	Limk1 (-447)
peak1710	Ankrd13d (-11380)
peak1711	Epb41l2 (-27913)
peak1712	Fam13b (+31417)
peak1713	Ctse (-86)
peak1714	Stum (-12851)
peak1715	Zfp426 (-55)
peak1716	Nmt2 (-191)
peak1717	Slc48a1 (-47)
peak1718	Dnajc1 (-131721)
peak1719	Ap1ar (-103)
peak1720	Chsy1 (+66392)
peak1721	Tjp2 (+50733)
peak1722	Hspg2 (-203)
peak1723	P2ry10 (-26)
peak1724	Ado (-61846)
peak1725	Rbms3 (+229344)
peak1726	Gm12216 (+4344)
peak1727	Smim15 (-154314)
peak1728	Esr2 (+90571)
peak1729	Cggbp1 (-104)
peak1730	Prkce (+48167)
peak1731	Plppr4 (+62983)
peak1732	Lztfl1 (-23346)
peak1733	Zfhx4 (-528890)
peak1734	Klf6 (-23898)
peak1735	Adgb (+245239)
peak1736	Dpy19l3 (-69)
peak1737	BC052040 (-129)
peak1738	2510002D24Rik (+10)
peak1739	Prss39 (+12430)
peak1740	Cetn3 (+722)
peak1741	Bin1 (+20367)
peak1742	Dok4 (-112)
peak1743	S100a2 (-3078)
peak1744	Ddb1 (-155)
peak1745	Dera (+29491)
peak1746	Nod1 (+46407)
peak1747	Pitpnb (-170672)
peak1748	Las1l (-240)
peak1749	Jag1 (-108256)
peak1750	B3gnt4 (-2090)
peak1751	Tex2 (+56177)
peak1752	Ahcy (+23478)
peak1753	Rnf169 (+33929)
peak1754	Fto (+82335)
peak1755	Prdm1 (-24628)
peak1756	Stat4 (+11543)
peak1757	F2rl2 (+6784)
peak1758	1110059E24Rik (-105)
peak1759	Rxra (+16649)
peak1760	Glrx2 (-34)
peak1761	Lpxn (+7902)
peak1762	Cebpb (+53787)
peak1763	Cnep1r1 (-85)
peak1764	Rph3al (+1719)
peak1765	BC053393 (+7517)
peak1766	Map2k6 (-17)
